Sample	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
E595	44.001	-124.801	E595	HH29	NA	Line7	day	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	80.2	30.8	29	14.9	7.552	33.812	81.5	2243.2	2256.4	7.3543	NA	50	2.5	32.5	0.05	0.02	39.727	0.686195965	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E596	44.001	-124.801	E596	HH29	NA	Line7	day	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	50.5	60.5	29	15	8.065	33.234	158.5	2163.5	2219.3	7.4947	NA	29.2	1.94	24.4	0.11	0.02	12.997	0.935536611	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E597	44.001	-124.801	E597	HH29	NA	Line7	day	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.4	107.6	29	15.2	13.199	32.076	310	1948.2	2189.2	7.9936	NA	0.7	0.38	0.3	0.04	0.03	6.373	2.592712913	44.001	14.9	NA	NA	NA	NA	NA	NA	NA	1000
E598.1B.PCR1	44.001	-124.6	E598	HH20	NA	Line7	night	undersat_arg	benthic	deep	waySouth	offshore	shelf	144.2	9.8	20	1.6	7.44	34.011	70.2	2265.1	2274.1	7.3365	NA	54	2.7	33.7	0.45	1.16	30.931	0.661192215	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E598.2B.PCR1	44.001	-124.6	E598	HH20	NA	Line7	night	undersat_arg	benthic	deep	waySouth	offshore	shelf	143.3	10.7	20	1.6	7.444	34.011	70.6	2265.1	2274.1	7.3365	NA	54	2.7	33.7	0.45	1.16	30.931	0.661192215	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E598.3B.PCR1	44.001	-124.6	E598	HH20	NA	Line7	night	undersat_arg	benthic	deep	waySouth	offshore	shelf	143.5	10.5	20	1.6	7.443	34.011	70.4	2265.1	2274.1	7.3365	NA	54	2.7	33.7	0.45	1.16	30.931	0.661192215	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E599.PCR1	44.001	-124.601	E599	HH20	NA	Line7	night	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	59.6	94.4	20	1.9	7.596	33.847	76.8	2245.5	2257.8	7.3474	NA	47.2	2.49	32.9	0.1	0.06	15.48	0.685178243	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E600.1B.PCR1	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E600.2B.PCR1	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.8	150.2	20	2.1	14.158	32.159	299.7	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E600.3B.PCR1	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
E601	44	-124.393	E601	HH10	NA	Line7	night	undersat_arg	benthic	deep	waySouth	near	shelf	108.1	9.9	10	7.5	7.394	33.992	54.8	2273.3	2270.2	7.3008	NA	56.4	2.78	33.7	0.53	1.33	24.758	0.607219686	44	NA	273	182	24.8	0	1300000	966000	199000	1000
E602	43.999	-124.394	E602	HH10	NA	Line7	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	50	68	10	7.7	7.601	33.833	78.2	2243.9	2255.2	7.3482	NA	46.8	2.49	32.8	0.12	0.06	14.173	0.680574316	43.999	NA	247.5	117	8.38	0	1070000	780000	172000	1000
E603	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
E604	44	-124.202	E604	HH3	NA	Line7	day	undersat_arg	benthic	upper100	waySouth	near	shelf	44.9	10.1	3	0.8	7.605	33.868	54.6	2266.2	2258.1	7.2972	NA	56.3	2.72	32.4	0.57	0.77	15.904	0.590128411	44	NA	1155	1030	169	0	1700000	980000	441000	1000
E605	44	-124.203	E605	HH3	NA	Line7	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	20.3	34.7	3	0.9	7.901	33.629	97.4	2227.2	2239.5	7.3622	NA	40.2	2.38	31	0.26	0.04	20.548	0.686480704	44	NA	1780	602	98.9	16.5	1650000	1030000	483000	1000
E606	44	-124.203	E606	HH3	NA	Line7	day	undersat_arg	surface	upper100	waySouth	near	shelf	3.6	51.4	3	1	10.54	32.953	212.8	2133.8	2209.8	7.5644	NA	34.7	1.86	20.1	0.45	1.35	16.783	1.103037547	44	6.9	NA	NA	NA	NA	NA	NA	NA	1000
E607	43.301	-124.502	E607	CB06	NA	Line0	day	undersat_arg	benthic	upper100	waySouth	near	shelf	80.1	9.9	5	4.9	8.006	33.932	106.7	2248.6	2267.4	7.368	NA	48.9	2.57	30.5	0.48	2.67	25.577	0.721895873	43.301	NA	721	448	99.5	0	1760000	1020000	425000	1000
E609	43.301	-124.503	E609	CB06	NA	Line0	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.6	86.4	5	5.2	12.224	33.196	250.7	2098.8	2232.7	7.7262	NA	24	1.32	13.9	0.34	0.11	8.503	1.591469624	43.301	NA	NA	NA	NA	NA	NA	NA	NA	1000
E622	41.899	-124.795	E622	B26	NA	Line8	day	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	99.4	597.6	26	4.4	8.27	33.787	159	2190.5	2248.8	7.5048	68.65169747	32.5	1.98	26.4	0.18	0.04	6.649	0.952775899	41.899	NA	NA	NA	NA	NA	NA	NA	NA	1000
E623	41.898	-124.796	E623	B26	NA	Line8	day	oversat_arg	surface	upper100	waySouth	offshore	shelf	4.2	692.8	26	4.7	11.796	33.132	263.9	2069.1	2220.8	7.7744	114.093709	11.7	1.09	10.5	0.36	0.24	5.254	1.736926719	41.898	NA	NA	NA	NA	NA	NA	NA	NA	1000
E626	41.941	-124.602	E626	B17	NA	Line8	day	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	99.2	337.8	17	6.7	8.196	33.946	114.3	2218	2261	7.4464	60.94214489	39.6	2.24	29.3	0.31	0.04	11.093	0.857622996	41.941	NA	NA	NA	NA	NA	NA	NA	NA	1000
E627	41.942	-124.602	E627	B17	NA	Line8	day	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.6	433.4	17	7	11.561	33.298	254	2055.5	2236.1	7.8329	130.3730327	9.4	0.98	8.9	0.44	0.2	5.797	2.000973697	41.942	3	NA	NA	NA	NA	NA	NA	NA	1000
E632	41.975	-124.416	E632	B9	NA	Line8	day	undersat_arg	benthic	upper100	waySouth	near	shelf	78.4	9.6	9	10.2	8.331	33.885	117.5	2212.7	2252.6	7.4475	61.59365865	40.5	2.19	27.5	0.36	0.54	29.787	0.840277997	41.975	NA	468.5	216	149	0	733000	508000	120000	1000
E633	41.975	-124.416	E633	B9	NA	Line8	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	39.4	48.6	9	10.3	8.577	33.75	152	2188.1	NA	7.4986	67.72051678	31	1.98	25.8	0.29	0.15	13.231	NA	41.975	NA	778	366	68	0	641000	505000	73000	1000
E634	41.975	-124.416	E634	B9	NA	Line8	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.8	84.2	9	10.5	10.849	33.465	270.5	2066	2246.3	7.8252	125.1370943	12.4	1.08	9	0.46	0.36	9.857	1.990761955	41.975	8.7	10750	4080	858	0	2770000	1340000	1070000	1000
E635	41.993	-124.327	E635	B5	NA	Line8	day	undersat_arg	benthic	upper100	waySouth	near	shelf	36.4	9.6	5	11.9	9.443	33.759	149.5	2183.2	2254.8	7.5372	73.85526177	29.3	1.98	19.8	0.54	3.83	17.746	1.068056864	41.993	NA	1795	2630	1120	7.62	1200000	709000	289000	1000
E636	41.993	-124.327	E636	B5	NA	Line8	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	19.5	26.5	5	11.9	9.841	33.462	217.1	2145.2	2240.7	7.6123	83.84894603	19.2	1.55	16.4	0.59	1.44	10.781	1.25079548	41.993	9.4	5735	4830	1010	0	1210000	606000	379000	1000
E637	41.993	-124.327	E637	B5	NA	Line8	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.6	42.4	5	12.1	13.517	33.339	355.5	1948.3	2251.5	8.0748	196.4576601	0.6	0.24	0	0.03	0.04	8.441	3.19848794	41.993	19.1	1110	6790	2840	0	2570000	1220000	969000	1000
E638	41.998	-124.283	E638	B2_5	NA	Line8	day	oversat_arg	benthic	upper100	waySouth	near	shelf	26.1	9.9	2.5	13	10.144	33.447	247.7	2049.6	2252	7.8575	136.1401956	3.1	0.7	1.6	0.23	0.26	9.881	2.180469548	41.998	NA	4965	3760	1640	10.7	2430000	1280000	735000	1000
E639	41.998	-124.283	E639	B2_5	NA	Line8	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	10.4	25.6	2.5	13	12.893	33.331	368.6	1998.2	2251.9	7.9829	170.4718264	1.1	0.36	0	0.03	0.05	9.932	2.706174383	41.998	NA	1055	3510	922	10.2	2230000	1290000	662000	1000
E640	41.998	-124.283	E640	B2_5	NA	Line8	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.1	32.9	2.5	13.1	13.249	33.31	375.6	1976.8	2250.5	8.0243	184.9268011	0.8	0.32	0	0.03	0.03	9.274	2.907401679	41.998	18.5	828	2510	673	8.63	2510000	1410000	819000	1000
E649	40.003	-124.938	E649	CM30	NA	Line9	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	99.3	1383.7	30	9.3	9.986	33.51	214.7	2139.2	2237.5	7.6177	85.02287915	17.4	1.62	18.4	0.6	1	6.114	1.252850871	40.003	NA	NA	NA	NA	NA	NA	NA	NA	1000
E650	40.003	-124.938	E650	CM30	NA	Line9	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.2	1478.8	30	9.5	13.376	32.741	269.5	2024.6	2199.9	7.8315	128.3329997	4.3	0.76	4.7	0.19	0.24	3.976	1.964916752	40.003	0.4	NA	NA	NA	NA	NA	NA	NA	1000
E653	40.1	-124.716	E653	CM20	NA	Line9	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.4	835.6	20	11.7	8.934	33.728	169	2182.5	2244.9	7.5146	71.00737476	28.6	1.94	25.5	0.05	0.01	8.787	0.983769547	40.1	NA	NA	NA	NA	NA	NA	NA	NA	1000
E654	40.1	-124.717	E654	CM20	NA	Line9	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4	931	20	12	14.243	32.748	270.2	2015.9	2200.6	7.8575	135.9689885	2.9	0.65	3.1	0.14	0.07	3.743	2.061926462	40.1	0.7	NA	NA	NA	NA	NA	NA	NA	1000
E655	40.234	-124.412	E655	CM3	NA	Line9	night	undersat_arg	benthic	upper100	waySouth	near	shelf	86.4	9.6	3	4.8	8.373	34.041	91.8	2241.9	2268.6	7.4	56.1945611	43.4	2.48	30	0.31	1.01	9.071	0.76696704	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
E656	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
E657	40.234	-124.414	E657	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	5.2	90.8	3	5.1	9.029	33.983	142.2	2221.9	2267.1	7.4509	61.14157028	38.7	2.36	27.2	0.41	2.15	40.011	0.8954952	40.234	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E658.1B	40.245	-124.385	E658	CM1	NA	Line9	night	undersat_arg	benthic	upper100	waySouth	near	shelf	45.9	10.1	1	6.5	8.179	34.046	84.9	2250.9	2272.4	7.3881	54.30768841	46.9	2.52	30.8	0.32	0.96	8.153	0.744311073	40.245	NA	NA	NA	NA	NA	NA	NA	NA	1000
E658.2T	40.245	-124.385	E658	CM1	NA	Line9	night	undersat_arg	benthic	upper100	waySouth	near	shelf	46	10	1	6.5	8.178	34.046	84.9	2250.9	2272.4	7.3881	54.30768841	46.9	2.52	30.8	0.32	0.96	8.153	0.744311073	40.245	NA	NA	NA	NA	NA	NA	NA	NA	1000
E658.3T	40.245	-124.385	E658	CM1	NA	Line9	night	undersat_arg	benthic	upper100	waySouth	near	shelf	46	10	1	6.5	8.178	34.046	84.9	2250.9	2272.4	7.3881	54.30768841	46.9	2.52	30.8	0.32	0.96	8.153	0.744311073	40.245	NA	NA	NA	NA	NA	NA	NA	NA	1000
E659.1B	40.245	-124.385	E659	CM1	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	25.5	30.5	1	6.5	8.511	34.02	106.3	2239	2270.2	7.4075	56.25653307	43.9	2.46	29.6	0.36	1.4	14.2	0.80396588	40.245	NA	NA	NA	NA	NA	NA	NA	NA	1000
E659.2B	40.245	-124.385	E659	CM1	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	25.4	30.6	1	6.5	8.563	34.014	150.9	2239	2270.2	7.4075	56.25653307	43.9	2.46	29.6	0.36	1.4	14.2	0.80396588	40.245	NA	NA	NA	NA	NA	NA	NA	NA	1000
E659.3B	40.245	-124.385	E659	CM1	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	25.5	30.5	1	6.5	8.613	34.011	157.1	2239	2270.2	7.4075	56.25653307	43.9	2.46	29.6	0.36	1.4	14.2	0.80396588	40.245	NA	NA	NA	NA	NA	NA	NA	NA	1000
E660.1B	40.245	-124.386	E660	CM1	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	5.3	50.7	1	6.7	9.071	33.978	202.7	2221.5	2267.6	7.4479	61.41121364	39.8	2.38	27.4	0.41	2.21	48.448	0.901827673	40.245	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E660.2B	40.245	-124.386	E660	CM1	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	5.2	50.8	1	6.7	9.054	33.98	202.7	2221.5	2267.6	7.4479	61.41121364	39.8	2.38	27.4	0.41	2.21	48.448	0.901827673	40.245	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E660.3B	40.245	-124.386	E660	CM1	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	5	51	1	6.7	9.083	33.977	202.7	2221.5	2267.6	7.4479	61.41121364	39.8	2.38	27.4	0.41	2.21	48.448	0.901827673	40.245	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E661	40.219	-124.45	E661	CM5	NA	Line9	night	undersat_arg	benthic	deep	waySouth	near	shelf	118.2	9.8	5	9	7.957	34.062	77.3	2255.8	2273.5	7.377	53.68480445	49.2	2.57	31.9	0.29	0.55	17.174	0.71212598	40.219	NA	NA	NA	NA	NA	NA	NA	NA	1000
E663	40.217	-124.458	E663	CM5	NA	Line9	day	undersat_arg	surface	upper100	waySouth	near	shelf	4.9	123.1	5	0.3	9.316	33.943	158.2	2213.3	2263.2	7.4799	64.73830557	35.1	2.24	25.6	0.44	2.35	53.683	0.926686509	40.217	NA	NA	NA	NA	NA	NA	NA	NA	1000
E666	40.203	-124.493	E666	CM7	NA	Line9	day	undersat_arg	pelagic	deep	waySouth	near	shelf	100.2	220.8	7	1.8	8.92	33.984	133.4	2224.6	2260.9	7.439	60.65872693	39	2.36	27.5	0.41	1.91	37.021	0.821519442	40.203	NA	NA	NA	NA	NA	NA	NA	NA	1000
E667	40.202	-124.496	E667	CM7	NA	Line9	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	5.3	315.7	7	2.1	9.109	33.959	144.4	2216.8	2264.6	7.4628	64.56372074	36.6	2.27	26.5	0.41	1.95	42.805	0.911963186	40.202	NA	NA	NA	NA	NA	NA	NA	NA	1000
E675.1B	38.895	-123.791	E675	PA3	NA	Line10	night	undersat_arg	benthic	upper100	waySouth	near	shelf	89.9	10.1	3	0.8	8.708	34.018	85.8	2230.3	2259.7	7.4067	56.91903794	39.7	2.4	29.1	0.25	0.64	5.257	0.780876488	38.895	NA	NA	NA	NA	NA	NA	NA	NA	1000
E680	37.749	-123.32	E680	PR28	NA	Line11	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	100	1050	28	7.8	9.87	33.934	123.3	2196.2	2256.5	7.4855	NA	27.6	2.09	25.3	0.05	0.02	12.596	0.979894303	37.749	NA	NA	NA	NA	NA	NA	NA	NA	1000
E681	37.749	-123.32	E681	PR28	NA	Line11	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.8	1145.2	28	8.1	13.144	33.765	296.3	2046.1	2270.7	7.9213	NA	2.5	0.69	6.1	0.38	1.25	5.291	2.432593307	37.749	10.9	NA	NA	NA	NA	NA	NA	NA	1000
E685	37.892	-122.996	E685	PR10	NA	Line11	day	undersat_arg	benthic	upper100	waySouth	near	shelf	69.6	10.4	10	12.7	9.327	33.939	89.4	2231.5	2259.9	7.3903	NA	46.2	2.63	27.6	0.39	1.11	8.278	0.782903633	37.892	NA	NA	NA	NA	NA	NA	NA	NA	750
E686	37.892	-122.996	E686	PR10	NA	Line11	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	29.5	50.5	10	12.8	10.248	33.929	123.4	2226.5	2270.4	7.434	NA	35	2.51	23.7	0.4	5.21	10.48	0.892768952	37.892	NA	NA	NA	NA	NA	NA	NA	NA	1000
E687	37.892	-122.996	E687	PR10	NA	Line11	day	oversat_arg	surface	upper100	waySouth	near	shelf	4	76	10	12.9	12.095	33.818	285.9	2077.2	2268.2	7.8432	NA	9.1	1.2	12.7	0.4	0.7	6.799	2.104779236	37.892	11.7	NA	NA	NA	NA	NA	NA	NA	1000
E688	37.97	-122.829	E688	PR1	NA	Line11	day	undersat_arg	benthic	upper100	waySouth	near	shelf	29	10	1	14.6	10.15	33.921	129.9	2212.4	2265.5	7.4654	NA	32.7	2.31	23	0.54	4.06	19.012	0.950157916	37.97	NA	NA	NA	NA	NA	NA	NA	NA	1000
E689	37.97	-122.829	E689	PR1	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	24.1	1	0	11.055	33.848	187.3	2196.5	2266.6	7.5268	NA	27	2.11	21.7	0.5	3.29	13.398	1.077151029	37.97	8.3	NA	NA	NA	NA	NA	NA	NA	1000
E690	37.97	-122.829	E690	PR1	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.6	35.4	1	0.1	12.083	33.839	202	2176.7	2272.3	7.5996	NA	26.2	2.04	19	0.6	4.06	21.818	1.28312576	37.97	5.2	NA	NA	NA	NA	NA	NA	NA	1000
E691.1B	37.943	-122.881	E691	PR4	NA	Line11	night	undersat_arg	benthic	upper100	waySouth	near	shelf	44.5	10.5	4	1.1	9.455	33.95	81.4	2222.2	2260.3	7.4157	NA	42.6	2.52	26.6	0.54	1.77	7.723	0.845041758	37.943	NA	NA	NA	NA	NA	NA	NA	NA	1000
E691.2B	37.943	-122.881	E691	PR4	NA	Line11	night	undersat_arg	benthic	upper100	waySouth	near	shelf	44.2	10.8	4	1.1	9.46	33.948	82.9	2222.2	2260.3	7.4157	NA	42.6	2.52	26.6	0.54	1.77	7.723	0.845041758	37.943	NA	NA	NA	NA	NA	NA	NA	NA	1000
E691.3B	37.943	-122.881	E691	PR4	NA	Line11	night	undersat_arg	benthic	upper100	waySouth	near	shelf	44.3	10.7	4	1.1	9.453	33.95	81.2	2222.2	2260.3	7.4157	NA	42.6	2.52	26.6	0.54	1.77	7.723	0.845041758	37.943	NA	NA	NA	NA	NA	NA	NA	NA	1000
E692.1B	37.943	-122.88	E692	PR4	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	15	40	4	1.2	10.096	33.812	170.8	2176.5	2255.3	7.5491	NA	22.2	1.86	22.1	0.47	1.32	6.233	1.129791966	37.943	3.9	NA	NA	NA	NA	NA	NA	NA	1000
E692.2B	37.943	-122.88	E692	PR4	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	15	40	4	1.2	10.099	33.813	170.8	2176.5	2255.3	7.5491	NA	22.2	1.86	22.1	0.47	1.32	6.233	1.129791966	37.943	3.9	NA	NA	NA	NA	NA	NA	NA	1000
E692.3B	37.943	-122.88	E692	PR4	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	15.4	39.6	4	1.2	10.103	33.82	166.7	2176.5	2255.3	7.5491	NA	22.2	1.86	22.1	0.47	1.32	6.233	1.129791966	37.943	3.9	NA	NA	NA	NA	NA	NA	NA	1000
E693.1B	37.943	-122.88	E693	PR4	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	4	51	4	1.2	12.794	33.752	248.7	2120.5	2271.8	7.7408	NA	18.5	1.52	16.3	0.58	0.89	15.577	1.757164236	37.943	8.2	NA	NA	NA	NA	NA	NA	NA	1000
E693.2B	37.943	-122.88	E693	PR4	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	4	51	4	1.2	12.792	33.752	248.7	2120.5	2271.8	7.7408	NA	18.5	1.52	16.3	0.58	0.89	15.577	1.757164236	37.943	8.2	NA	NA	NA	NA	NA	NA	NA	1000
E693.3B	37.943	-122.88	E693	PR4	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	4	51	4	1.3	12.793	33.752	248.7	2120.5	2271.8	7.7408	NA	18.5	1.52	16.3	0.58	0.89	15.577	1.757164236	37.943	8.2	NA	NA	NA	NA	NA	NA	NA	1000
E694.1B	37.861	-123.071	E694	PR15	NA	Line11	night	undersat_arg	benthic	upper100	waySouth	near	shelf	84.8	10.2	15	7.7	9.413	33.976	99.9	2212.7	2258	7.4459	NA	38.4	2.25	26.8	0.12	0.06	9.863	0.881567801	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
E694.2B	37.861	-123.071	E694	PR15	NA	Line11	night	undersat_arg	benthic	upper100	waySouth	near	shelf	84.4	10.6	15	7.7	9.414	33.976	100.9	2212.7	2258	7.4459	NA	38.4	2.25	26.8	0.12	0.06	9.863	0.881567801	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
E694.3B	37.861	-123.071	E694	PR15	NA	Line11	night	undersat_arg	benthic	upper100	waySouth	near	shelf	84.6	10.4	15	7.7	9.413	33.976	99.8	2212.7	2258	7.4459	NA	38.4	2.25	26.8	0.12	0.06	9.863	0.881567801	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
E695.1B	37.861	-123.071	E695	PR15	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	50.4	44.6	15	7.8	9.74	33.932	121.3	2197.4	2251.7	7.4837	NA	29	2.06	25.6	0.04	0.07	10.224	0.946122559	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
E695.2B	37.861	-123.071	E695	PR15	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	49.7	45.3	15	7.8	9.741	33.932	121.3	2197.4	2251.7	7.4837	NA	29	2.06	25.6	0.04	0.07	10.224	0.946122559	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
E695.3B	37.861	-123.071	E695	PR15	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	50	45	15	7.8	9.742	33.932	121.3	2197.4	2251.7	7.4837	NA	29	2.06	25.6	0.04	0.07	10.224	0.946122559	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
E696.1B	37.861	-123.071	E696	PR15	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.9	91.1	15	8	11.592	33.872	259.9	2121	2265.8	7.7358	NA	13.1	1.51	16.4	0.45	0.95	5.206	1.683954639	37.861	10.5	NA	NA	NA	NA	NA	NA	NA	1000
E696.2B	37.861	-123.071	E696	PR15	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.3	90.7	15	8	11.592	33.872	259.9	2121	2265.8	7.7358	NA	13.1	1.51	16.4	0.45	0.95	5.206	1.683954639	37.861	10.5	NA	NA	NA	NA	NA	NA	NA	1000
E696.3B	37.861	-123.071	E696	PR15	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.3	90.7	15	8	11.594	33.872	259.9	2121	2265.8	7.7358	NA	13.1	1.51	16.4	0.45	0.95	5.206	1.683954639	37.861	10.5	NA	NA	NA	NA	NA	NA	NA	1000
E699	37.666	-123.488	E699	PR37	NA	Line11	day	undersat_arg	pelagic	upper100	waySouth	offshore	plain	99.9	2700.1	37	4	10.305	33.892	141.1	2183.4	2247.2	7.5167	NA	24.7	1.91	23.8	0.09	0.04	15.069	1.003496307	37.666	NA	NA	NA	NA	NA	NA	NA	NA	1000
E700	37.666	-123.488	E700	PR37	NA	Line11	day	oversat_arg	surface	upper100	waySouth	offshore	plain	4.7	2795.3	37	4.3	12.829	33.736	249.4	2088.8	2257.5	7.8021	NA	7.5	1.02	10.5	0.4	1.26	5.68	1.906541642	37.666	2.7	NA	NA	NA	NA	NA	NA	NA	1000
E707	37.892	-122.441	E707	CMAP_CO2_Buoy	NA	Line12	day	oversat_arg	benthic	upper100	waySouth	near	bay	18.3	9.7	0	5.9	18.228	31.318	215.1	2165.6	2294.8	7.7134	NA	48.1	3.2	16.5	1.18	7.8	44.941	1.66287188	37.892	NA	NA	NA	NA	NA	NA	NA	NA	750
E709	37.892	-122.442	E709	CMAP_CO2_Buoy	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	bay	3.4	24.6	0	6	18.878	30.402	214.1	2161.6	2291.2	7.709	93.75180654	51.1	3.37	17.3	1.2	7.28	44.214	1.689576671	37.892	6.6	NA	NA	NA	NA	NA	NA	NA	1000
E713	37.81	-122.516	E713	GGTX5	NA	Line12	day	oversat_arg	benthic	upper100	waySouth	near	shelf	31.6	10.4	0	8.7	15.009	33.224	223.9	2150.4	2285.4	7.7097	103.4150143	25.6	1.92	14.4	0.88	5.52	18.895	1.642623218	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
E715	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
E716	37.793	-122.562	E716	GGTX4	NA	Line12	day	oversat_arg	benthic	upper100	waySouth	near	shelf	18.2	9.8	3	9.8	12.564	33.655	180.6	2167.6	2272.3	7.6177	89.98927508	25.1	1.85	17.1	0.83	3.79	15.311	1.358046935	37.793	9.2	NA	NA	NA	NA	NA	NA	NA	1000
