ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Sample	eDNAindex	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
ASV_094271	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Beringraja	Beringraja binoculata	E574_1B_PCR1	1	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.6	40.4	10	5.8	7.595	33.738	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E574_1B_PCR1	0.488607510807538	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.6	40.4	10	5.8	7.595	33.738	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094272	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Trachurus symmetricus	E600_3B_PCR1	0.475708887032887	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E600_3B_PCR1	0.0365586418476958	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E600_3B_PCR1	0.0256275051981223	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094680	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	NA	E600_3B_PCR1	0.259157314202706	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094310	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops sagax	E600_3B_PCR1	0.224995478421247	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E600_3B_PCR1	0.0396844429375915	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E600_3B_PCR1	8.6657169586392e-05	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E600_3B_PCR1	0.0178617205136899	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094275	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Molidae	Mola	Mola tecta	E600_3B_PCR1	1	44.001	-124.601	E600	HH20	NA	Line7	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.7	150.3	20	2.1	14.158	32.16	299.6	1934.3	2198.5	8.0205	NA	0.5	0.19	0.1	0.13	0.17	5.127	2.83446371	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E438	0.210050601349369	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E438	0.098176801186683	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094512	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diaphus	Diaphus theta	E438	0.106904517453799	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094546	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Tarletonbeania	Tarletonbeania crenularis	E438	0.0641683778234086	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093775	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Atheresthes	NA	E438	0.504219816266607	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_017537	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	NA	E438	1	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094694	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	NA	NA	E438	0.0011955555946765	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094644	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	Hydrolagus colliei	E438	0.271663726602027	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E814_3B	0.724320362048634	34.448	-120.524	E814	CC80_51	NA	Line15	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.3	72.7	3	8.3	15.338	33.586	259.2	2024.6	2236.4	7.9164	156.7539705	2.4	0.4	0.6	0.08	0.08	298.271	2.328127839	34.448	5	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094202	Eukaryota	Chordata	Actinopteri	Scombriformes	Scombridae	Scomber	NA	E814_3B	0.297162980968703	34.448	-120.524	E814	CC80_51	NA	Line15	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.3	72.7	3	8.3	15.338	33.586	259.2	2024.6	2236.4	7.9164	156.7539705	2.4	0.4	0.6	0.08	0.08	298.271	2.328127839	34.448	5	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094643	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	Megaptera novaeangliae	E841	1	34.312	-120.126	E841	SB3	NA	Line16	night	undersat_arg	pelagic	upper100	waySouth	near	slope	99.8	424.2	11	0.4	9.925	33.898	125.2	2182.3	2241	7.5213	70.86584371	25.3	1.84	22.1	0.01	0.02	18.544	0.963848594	34.312	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E841	0.63714619732307	34.312	-120.126	E841	SB3	NA	Line16	night	undersat_arg	pelagic	upper100	waySouth	near	slope	99.8	424.2	11	0.4	9.925	33.898	125.2	2182.3	2241	7.5213	70.86584371	25.3	1.84	22.1	0.01	0.02	18.544	0.963848594	34.312	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E861_1B	1	34.077	-119.558	E861	SCORP	NA	Line16	night	oversat_arg	pelagic	upper100	waySouth	offshore	shelf	30.4	58.6	18	8.5	16.886	33.505	267.9	2027.6	NA	7.902	152.3664166	2.5	0.23	0	0	0.02	6.248	NA	34.077	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094137	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus	E868	0.667470553718032	34.16	-119.717	E868	SB5	NA	Line16	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.5	349.5	20	1.2	18.517	33.581	271.8	1984.9	2239.5	7.9978	182.0817008	0.5	0.16	0	0.02	0.01	5.947	2.787846615	34.16	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E868	0.885847925161909	34.16	-119.717	E868	SB5	NA	Line16	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.5	349.5	20	1.2	18.517	33.581	271.8	1984.9	2239.5	7.9978	182.0817008	0.5	0.16	0	0.02	0.01	5.947	2.787846615	34.16	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094310	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops sagax	E874_2B	0.181736932049214	33.484	-117.768	E874	CC90_28	NA	Line17	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.1	59.9	2	5.3	21.479	33.529	264.4	1984.3	2242.3	7.9989	175.9117046	0.8	0.22	0	0.01	0.05	40.412	2.8756482	33.484	1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E874_2B	0.939691490762277	33.484	-117.768	E874	CC90_28	NA	Line17	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.1	59.9	2	5.3	21.479	33.529	264.4	1984.3	2242.3	7.9989	175.9117046	0.8	0.22	0	0.01	0.05	40.412	2.8756482	33.484	1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094283	Eukaryota	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	NA	E886_1B	1	33.251	-118.249	E886	CC90_35	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.2	320.8	34	12.7	20.691	33.47	240	2012	2231.6	7.9376	162.1437885	0.7	0.27	0	0	0.03	3.542	2.481604897	33.251	0.3	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E904_1B	0.993976911494061	32.417	-119.96	E904	CC90_60	NA	Line17	night	oversat_arg	surface	upper100	waySouth	offshore	slope	4.7	887.3	150	7.9	17.101	33.603	255.9	2021.1	2240.5	7.929	160.3489956	0.7	0.28	0.1	0.04	0.07	3.883	2.425532988	32.417	0.8	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E904_1B	0.00726281807273478	32.417	-119.96	E904	CC90_60	NA	Line17	night	oversat_arg	surface	upper100	waySouth	offshore	slope	4.7	887.3	150	7.9	17.101	33.603	255.9	2021.1	2240.5	7.929	160.3489956	0.7	0.28	0.1	0.04	0.07	3.883	2.425532988	32.417	0.8	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E448_2B_PCR1	0.866400467471757	47.954	-124.907	E448	ChaBa	NA	Line0	night	oversat_arg	surface	upper100	OCNMS	near	shelf	2.9	84.1	12	5.3	15.502	31.77	278.2	1930.9	2162.2	7.9703	159.2875546	5.7	0.33	0	0.03	0.13	32.216	2.524847999	47.954	0.8	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E448_2B_PCR1	0.144768856096763	47.954	-124.907	E448	ChaBa	NA	Line0	night	oversat_arg	surface	upper100	OCNMS	near	shelf	2.9	84.1	12	5.3	15.502	31.77	278.2	1930.9	2162.2	7.9703	159.2875546	5.7	0.33	0	0.03	0.13	32.216	2.524847999	47.954	0.8	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E448_2B_PCR1	0.000281845627975171	47.954	-124.907	E448	ChaBa	NA	Line0	night	oversat_arg	surface	upper100	OCNMS	near	shelf	2.9	84.1	12	5.3	15.502	31.77	278.2	1930.9	2162.2	7.9703	159.2875546	5.7	0.33	0	0.03	0.13	32.216	2.524847999	47.954	0.8	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E599_PCR1	0.438307873090482	44.001	-124.601	E599	HH20	NA	Line7	night	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	59.6	94.4	20	1.9	7.596	33.847	76.8	2245.5	2257.8	7.3474	NA	47.2	2.49	32.9	0.1	0.06	15.48	0.685178243	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E599_PCR1	0.00295540254596836	44.001	-124.601	E599	HH20	NA	Line7	night	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	59.6	94.4	20	1.9	7.596	33.847	76.8	2245.5	2257.8	7.3474	NA	47.2	2.49	32.9	0.1	0.06	15.48	0.685178243	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E599_PCR1	0.00250685468076772	44.001	-124.601	E599	HH20	NA	Line7	night	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	59.6	94.4	20	1.9	7.596	33.847	76.8	2245.5	2257.8	7.3474	NA	47.2	2.49	32.9	0.1	0.06	15.48	0.685178243	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_079631	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes entomelas	E599_PCR1	0.556365060712887	44.001	-124.601	E599	HH20	NA	Line7	night	undersat_arg	pelagic	upper100	waySouth	offshore	shelf	59.6	94.4	20	1.9	7.596	33.847	76.8	2245.5	2257.8	7.3474	NA	47.2	2.49	32.9	0.1	0.06	15.48	0.685178243	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E574_2B_PCR1	0.712119753561802	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	39.6	41.4	10	5.8	7.597	33.735	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	1014	1450	180	0	1390000	1050000	200000	1000
ASV_094578	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	NA	E574_2B_PCR1	0.534145787388712	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	39.6	41.4	10	5.8	7.597	33.735	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	1014	1450	180	0	1390000	1050000	200000	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E574_2B_PCR1	0.00329161696566453	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	39.6	41.4	10	5.8	7.597	33.735	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	1014	1450	180	0	1390000	1050000	200000	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E574_2B_PCR1	0.177043563062206	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	39.6	41.4	10	5.8	7.597	33.735	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	1014	1450	180	0	1390000	1050000	200000	1000
ASV_094644	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	Hydrolagus colliei	E574_2B_PCR1	0.271464747647848	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	39.6	41.4	10	5.8	7.597	33.735	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	1014	1450	180	0	1390000	1050000	200000	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E442	0.270593704542387	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E442	0.235083632941521	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094565	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	NA	E442	0.000202708956995191	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094697	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus	E442	0.137996394052381	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E442	0.000119970607201236	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_079631	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes entomelas	E442	0.128338557053522	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_069064	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Microstomus pacificus	E442	0.402058750151667	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094694	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	NA	NA	E442	0.182042857355646	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094178	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	NA	E822	0.168309893190276	34.412	-120.579	E822	CC80_52	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99	159	7	2.1	10.398	33.79	137.9	2164.4	2235.9	7.5523	76.65736406	21.5	1.7	19.9	0.05	0.04	51.588	1.054820258	34.412	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E822	0.310303996906868	34.412	-120.579	E822	CC80_52	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99	159	7	2.1	10.398	33.79	137.9	2164.4	2235.9	7.5523	76.65736406	21.5	1.7	19.9	0.05	0.04	51.588	1.054820258	34.412	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E822	0.515417331206805	34.412	-120.579	E822	CC80_52	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99	159	7	2.1	10.398	33.79	137.9	2164.4	2235.9	7.5523	76.65736406	21.5	1.7	19.9	0.05	0.04	51.588	1.054820258	34.412	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E822	0.00124085080031107	34.412	-120.579	E822	CC80_52	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99	159	7	2.1	10.398	33.79	137.9	2164.4	2235.9	7.5523	76.65736406	21.5	1.7	19.9	0.05	0.04	51.588	1.054820258	34.412	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E822	0.00576951935416477	34.412	-120.579	E822	CC80_52	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99	159	7	2.1	10.398	33.79	137.9	2164.4	2235.9	7.5523	76.65736406	21.5	1.7	19.9	0.05	0.04	51.588	1.054820258	34.412	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E843	1	34.312	-120.126	E843	SB3	NA	Line16	night	oversat_arg	surface	upper100	waySouth	near	slope	3.3	520.7	11	0.6	18.768	33.586	283.5	1969	2236.7	8.0179	194.3226181	0.6	0.17	0	0	0.02	17.708	2.918724026	34.312	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E861_2B	1	34.077	-119.558	E861	SCORP	NA	Line16	night	oversat_arg	pelagic	upper100	waySouth	offshore	shelf	30.3	58.7	18	8.5	16.872	33.521	267.9	2027.6	NA	7.902	152.3664166	2.5	0.23	0	0	0.02	6.248	NA	34.077	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094346	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	Atherinops	Atherinops affinis	E869	0.569483222309151	34.38	-119.85	E869	La_Goleta	NA	LineNA	day	oversat_arg	surface	upper100	waySouth	near	shelf	0	60.46	2	3.5	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	3216.58	NA	34.38	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094358	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	Leuresthes	Leuresthes tenuis	E869	0.707230154157841	34.38	-119.85	E869	La_Goleta	NA	LineNA	day	oversat_arg	surface	upper100	waySouth	near	shelf	0	60.46	2	3.5	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	3216.58	NA	34.38	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E869	0.660074737921228	34.38	-119.85	E869	La_Goleta	NA	LineNA	day	oversat_arg	surface	upper100	waySouth	near	shelf	0	60.46	2	3.5	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	3216.58	NA	34.38	NA	NA	NA	NA	NA	NA	NA	NA	1000
